ID,Name,Age,Nationality,Overall,Club,Value,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position
238067,N. Zaniolo,22,Italy,81,Roma,53M,Left,2,3,4,High/ Medium,RF
193474,I. Gueye,32,Senegal,82,Paris Saint-Germain,20.5M,Right,2,3,3,Medium/ High,SUB
210896,M. Sanson,27,France,76,Aston Villa,8.5M,Right,2,4,4,Medium/ Medium,SUB
247394,D. Kulusevski,22,Sweden,81,Tottenham Hotspur,41.5M,Left,2,3,4,High/ Medium,RW
224030,M. Lopez,24,France,78,U.S. Sassuolo Calcio,19M,Right,1,3,4,Medium/ Medium,LDM
146530,22 Dani Alves,38,Brazil,77,FC Barcelona,2.3M,Right,4,3,4,High/ Medium,RB
212404,F. Bernardeschi,28,Italy,79,Toronto FC,17.5M,Left,2,3,4,Medium/ Medium,SUB
178213,E. Capoue,33,France,80,Villarreal CF,13M,Right,2,3,3,Medium/ Medium,RCM
211688,Gayà,27,Spain,82,Valencia CF,32M,Left,3,3,4,High/ Medium,LB
200949,Lucas Moura,29,Brazil,80,Tottenham Hotspur,20.5M,Right,3,4,4,Medium/ Medium,SUB
220697,J. Maddison,25,England,82,Leicester City,38M,Right,1,4,4,High/ Medium,CAM
210739,C. Nielsen,28,Denmark,76,Club Brugge KV,7.5M,Right,1,3,3,High/ High,CDM
231913,F. Aursnes,26,Norway,78,Feyenoord,15M,Right,2,3,3,Medium/ High,RCM
216475,Morales,34,Spain,80,Villarreal CF,10M,Right,2,4,4,High/ Medium,LS
243245,O. Kökçü,21,Turkey,79,Feyenoord,35.5M,Right,2,5,3,Medium/ Medium,LCM
202556,M. Depay,28,Netherlands,85,FC Barcelona,55M,Right,4,3,5,High/ Low,LW
206006,E. Alioski,30,North Macedonia,74,Fenerbahçe SK,3.6M,Left,1,2,3,High/ High,SUB
240950,Pedro Gonçalves,24,Portugal,81,Sporting CP,39M,Right,1,4,4,High/ Medium,RW
231318,R. Perraud,24,France,76,Southampton,11M,Left,1,2,3,High/ Medium,SUB
223154,O. Tufan,27,Turkey,74,Hull City,4.8M,Right,1,3,3,Medium/ Medium,CAM
189575,Muniain,29,Spain,84,Athletic Club de Bilbao,41.5M,Right,2,3,4,High/ Medium,LM
213242,A. Tameze,28,France,77,Hellas Verona,10.5M,Right,1,3,3,Medium/ High,RCM
226790,W. Ndidi,25,Nigeria,84,Leicester City,47.5M,Right,1,4,3,Medium/ High,RES
190674,B. André,31,France,79,LOSC Lille,12.5M,Right,2,3,3,High/ High,RDM
212269,R. Bazoer,25,Netherlands,77,AZ Alkmaar,14M,Right,2,4,3,Medium/ Medium,SUB
230065,S. Serdar,25,Germany,77,Hertha BSC,14.5M,Right,2,3,4,High/ Medium,LCM
220971,N. Keïta,27,Guinea,81,Liverpool,29.5M,Right,2,4,4,Medium/ Medium,SUB
230337,Andeson Trigo,34,Brazil,77,Fluminense,3.9M,Left,1,3,3,High/ Medium,LM
235173,I. Sangaré,24,Côte d'Ivoire,81,PSV,35.5M,Right,2,4,3,Medium/ High,CDM
196432,E. Pérez,36,Argentina,78,River Plate,2.8M,Right,2,4,3,High/ Medium,CDM
222492,L. Sané,26,Germany,84,FC Bayern München,49.5M,Left,3,2,4,Medium/ Medium,SUB
242577,R. Faivre,23,France,78,Olympique Lyonnais,22M,Left,2,3,4,High/ Medium,SUB
202642,Fernando,30,Brazil,78,Antalyaspor,12M,Right,1,3,4,Medium/ Medium,RCM
229758,R. Krunić,28,Bosnia and Herzegovina,77,AC Milan,10.5M,Right,1,3,3,High/ High,SUB
225663,A. Golovin,26,Russia,79,AS Monaco,20.5M,Right,3,4,4,High/ High,LM
234741,G. Hamer,25,Netherlands,74,Coventry City,6M,Right,1,3,3,Medium/ Medium,RCM
220018,A. Rebić,28,Croatia,80,AC Milan,21M,Right,1,4,4,High/ Medium,SUB
221174,"M. Oršić",29,Croatia,77,Dinamo Zagreb,10.5M,Right,2,4,3,High/ High,LW
199823,Campaña,29,Spain,78,Levante Unión Deportiva,13.5M,Right,1,3,4,Medium/ Medium,SUB
207984,"22 A. González",26,Mexico,74,CF Monterrey ,4.9M,Left,1,2,3,High/ Medium,LM
242201,Luis Milla,27,Spain,79,Getafe CF,19M,Right,1,3,3,High/ High,SUB
225126,E. Skhiri,27,Tunisia,79,1. FC Köln,18M,Right,2,3,3,Medium/ High,CDM
244309,T. Teuma,28,Malta,75,Royale Union Saint-Gilloise,5.5M,Left,1,5,3,High/ Medium,LCM
228302,Pedraza,26,Spain,78,Villarreal CF,16M,Left,1,2,3,High/ Medium,SUB
237692,P. Foden,22,England,85,Manchester City,109.5M,Left,3,3,4,High/ High,RW
207865,Marquinhos,28,Brazil,88,Paris Saint-Germain,92M,Right,3,3,3,Medium/ High,CB
205988,L. Shaw,26,England,80,Manchester United,22.5M,Left,2,2,3,Medium/ Medium,LB
172962,22 V. Moses,30,Nigeria,78,Spartak Moskva,13.5M,Right,2,4,4,Medium/ Medium,RM
218339,M. Dahoud,26,Germany,80,Borussia Dortmund,26M,Right,2,4,4,High/ High,RDM
197853,22 S. Aurier,28,Côte d'Ivoire,79,Villarreal CF,16M,Right,2,3,3,High/ Medium,RB
199914,Allan,31,Brazil,80,Everton,15M,Right,2,3,4,Medium/ High,SUB
236477,A. Claude-Maurice,24,France,74,OGC Nice,6.5M,Right,2,3,4,Medium/ Low,SUB
216435,S. Lobotka,27,Slovakia,81,Napoli,29.5M,Right,2,4,3,Medium/ High,SUB
208364,Clinton Mata,29,Angola,79,Club Brugge KV,15.5M,Right,1,3,3,High/ High,RCB
211361,D. Cataldi,27,Italy,76,Lazio,7.5M,Right,2,4,3,Medium/ High,CDM
208670,H. Ziyech,29,Morocco,83,Chelsea,35.5M,Left,3,2,5,High/ High,SUB
203843,"D. Suárez",34,Uruguay,77,Getafe CF,3.9M,Right,1,3,3,High/ Medium,RB
230666,Gabriel Jesus,25,Brazil,83,Arsenal,48.5M,Right,2,3,4,High/ High,ST
216464,A. Browne,27,Republic of Ireland,72,Preston North End,2.7M,Right,1,4,3,High/ High,SUB
230360,Hediselton,22,Brazil,78,RB Bragantino,15M,Right,1,3,4,Medium/ Medium,RB
170368,E. Lamela,30,Argentina,79,Sevilla FC,17M,Left,2,3,4,High/ High,SUB
167905,21 A. Valencia,34,Ecuador,78,Gallos Blancos de Querétaro,5M,Right,2,2,3,Medium/ Medium,RB
236792,T. Souček,27,Czech Republic,81,West Ham United,28M,Right,1,3,3,High/ High,RDM
189242,Coutinho,30,Brazil,82,Aston Villa,29.5M,Right,4,4,5,High/ Medium,LW
231227,N. Dorsch,24,Germany,77,FC Augsburg,14.5M,Right,1,3,3,Medium/ Medium,RES
234378,D. Rice,23,England,84,West Ham United,52M,Right,1,3,2,Medium/ High,LDM
213516,Ricardo Horta,27,Portugal,81,SC Braga,30M,Right,1,3,3,High/ High,LM
215076,L. Faravelli,29,Argentina,75,Independiente del Valle,5.5M,Right,1,3,3,Medium/ Medium,LCM
163699,21 S. Sessègnon,36,Benin,74,Gençlerbirliği SK,1.4M,Right,2,3,4,High/ High,SUB
171875,C. Erkin,33,Turkey,72,Fatih Karagümrük S.K.,1.2M,Left,2,2,3,High/ Low,LB
231390,Diogo Gonçalves,25,Portugal,74,SL Benfica,5.5M,Right,1,4,4,Medium/ Medium,RES
235805,F. Chiesa,24,Italy,84,Juventus,66.5M,Right,3,4,4,High/ Medium,RES
204838,R. Jiménez,31,Mexico,82,Wolverhampton Wanderers,25.5M,Right,3,4,3,Medium/ High,ST
234906,H. Aouar,24,France,79,Olympique Lyonnais,26.5M,Right,2,3,4,High/ Low,SUB
269761,J. Tartt,24,England,84,AFC Richmond,85.5M,Right,1,4,5,High/ Low,RS
244470,V. Coufal,29,Czech Republic,80,West Ham United,18.5M,Right,1,3,3,High/ High,RB
211256,N. Tagliafico,29,Argentina,81,Olympique Lyonnais,22.5M,Left,3,2,3,Medium/ High,LB
231677,M. Rashford,24,England,81,Manchester United,37M,Right,3,3,5,Medium/ Low,SUB
247972,D. Olaru,24,Romania,72,FCSB (Steaua),3.5M,Right,1,5,3,High/ High,SUB
220673,R. Tapia,26,Peru,79,RC Celta de Vigo,19.5M,Right,1,4,3,Medium/ High,SUB
152908,A. Young,36,England,74,Aston Villa,1.4M,Right,2,3,4,High/ Medium,RES
212187,P. Max,28,Germany,77,PSV,9.5M,Left,2,3,3,High/ Medium,LB
248872,"22 R. Sánchez",25,Paraguay,75,Club América,7.5M,Right,1,3,3,Medium/ Medium,LDM
192318,M. Götze,30,Germany,81,Eintracht Frankfurt,25M,Right,4,4,4,Medium/ Medium,LF
205678,"E. Višća",32,Bosnia and Herzegovina,81,Trabzonspor,20.5M,Right,2,4,4,High/ Medium,RW
233301,R. Kristensen,24,Denmark,77,Leeds United,15M,Right,1,4,3,High/ High,RB
247246,K. Thuram,21,France,77,OGC Nice,21.5M,Right,1,3,3,High/ High,RCM
190815,D. Blind,32,Netherlands,80,Ajax,13.5M,Left,3,3,3,Medium/ Medium,LCB
231102,L. Blas,24,France,79,FC Nantes,25M,Left,2,2,4,High/ Medium,CAM
224031,"A. Marušić",29,Montenegro,79,Lazio,15.5M,Right,2,4,3,Low/ High,LB
226456,Pablo Fornals,26,Spain,79,West Ham United,21.5M,Right,2,3,4,High/ High,LM
194958,A. Mooy,31,Australia,76,Celtic,6M,Right,1,3,3,Medium/ Medium,SUB
192629,Iago Aspas,34,Spain,85,RC Celta de Vigo,26M,Left,2,4,3,High/ High,RS
193198,N. Gudelj,30,Serbia,79,Sevilla FC,14.5M,Right,2,2,3,Low/ Medium,SUB
235210,Pedrinho,29,Portugal,75,MKE Ankaragücü,5.5M,Right,1,3,3,High/ High,LCM
212501,L. Dendoncker,27,Belgium,76,Wolverhampton Wanderers,8.5M,Right,2,4,2,High/ High,SUB
200094,M. Ozdoev,29,Russia,76,Fatih Karagümrük S.K.,6.5M,Right,1,4,3,Medium/ Medium,LCM
230347,Welington Dano,22,Brazil,81,Clube Atlético Mineiro,27.5M,Left,1,4,4,Medium/ Medium,LB
208787,A. Thomasson,28,France,77,RC Strasbourg Alsace,10.5M,Right,2,4,3,High/ High,RCM
228941,André Silva,26,Portugal,82,RB Leipzig,38M,Right,3,3,4,Medium/ Medium,SUB
251470,C. De Ketelaere,21,Belgium,78,AC Milan,32M,Left,1,4,4,High/ High,SUB
201262,V. Darida,31,Czech Republic,75,Hertha BSC,4.6M,Right,2,4,3,High/ High,RES
244261,L. Majer,24,Croatia,80,Stade Rennais FC,31.5M,Left,1,3,4,High/ Medium,LCM
234505,Evander,24,Brazil,76,FC Midtjylland,11.5M,Right,1,4,4,Medium/ Medium,LCM
202282,S. Armstrong,30,Scotland,76,Southampton,7M,Right,1,4,3,High/ High,SUB
153079,22 S. Agüero,33,Argentina,87,FC Barcelona,51M,Right,4,4,4,High/ Medium,SUB
204970,22 F. Thauvin,28,France,79,Tigres U.A.N.L.,17.5M,Left,1,3,4,High/ Medium,SUB
208835,Y. M'Changama,31,Comoros,73,AJ Auxerre,2.5M,Right,1,4,3,High/ High,RCM
220883,R. Borré,26,Colombia,78,Eintracht Frankfurt,17M,Right,1,3,3,High/ High,SUB
195096,22 Fransérgio,30,Brazil,78,FC Girondins de Bordeaux,13.5M,Right,1,3,3,High/ Medium,SUB
245308,21 M. Nérez,32,Uruguay,80,,0,Left,1,4,4,Medium/ Medium,LB
218868,A. Silva,32,Uruguay,76,Club Olimpia,6M,Right,1,4,4,High/ Medium,RM
200260,S. Berghuis,30,Netherlands,82,Ajax,29.5M,Left,3,3,4,High/ Medium,CAM
252145,Nuno Mendes,20,Portugal,80,Paris Saint-Germain,44M,Left,1,4,3,High/ Medium,LWB
202166,J. Draxler,28,Germany,79,Paris Saint-Germain,17.5M,Right,3,5,4,Medium/ Medium,RES
222390,Unai López,26,Spain,75,Rayo Vallecano,7.5M,Right,1,3,3,High/ Medium,SUB
210935,D. Berardi,27,Italy,84,U.S. Sassuolo Calcio,45M,Left,2,3,4,Medium/ Medium,SUB
253072,D. Núñez,23,Uruguay,82,Liverpool,61.5M,Right,1,3,3,High/ High,ST
204485,R. Mahrez,31,Algeria,86,Manchester City,56.5M,Left,3,4,5,Medium/ Medium,SUB
184432,Azpilicueta,32,Spain,82,Chelsea,20M,Right,3,3,2,Medium/ Medium,RCB
203486,T. Hazard,29,Belgium,80,Borussia Dortmund,20.5M,Right,2,4,4,High/ High,SUB
216150,D. Zappacosta,30,Italy,79,Atalanta,15M,Right,2,3,3,High/ High,LM
233096,D. Dumfries,26,Netherlands,82,Inter,34.5M,Right,3,3,2,High/ Medium,RM
231521,E. Palacios,23,Argentina,78,Bayer 04 Leverkusen,19.5M,Right,2,4,3,High/ High,SUB
224423,M. Wittek,26,Germany,75,Vitesse,6.5M,Left,1,3,3,High/ Medium,LWB
199254,João Pedro,30,Italy,79,Fenerbahçe SK,17M,Right,1,4,4,High/ Medium,RS
192387,C. Immobile,32,Italy,86,Lazio,55M,Right,4,4,3,High/ Medium,ST
213884,R. Christie,27,Scotland,74,AFC Bournemouth,4.5M,Left,1,4,3,High/ High,SUB
224196,R. Bensebaini,27,Algeria,78,Borussia Mönchengladbach,15M,Left,2,4,3,High/ Medium,LB
202024,R. Freuler,30,Switzerland,80,Atalanta,20M,Right,2,3,4,Medium/ Medium,SUB
241811,Sergio Gómez,21,Spain,74,RSC Anderlecht,9M,Left,1,3,4,High/ Medium,SUB
206113,S. Gnabry,26,Germany,85,FC Bayern München,59M,Right,4,4,4,High/ Medium,RM
236657,F. Ugrinic,23,Switzerland,74,BSC Young Boys,9.5M,Right,1,4,2,High/ High,CDM
192906,L. Rodríguez,37,Argentina,77,Club Atlético Colón,3.6M,Right,1,4,4,High/ Low,ST
211241,Rubén Peña,30,Spain,78,CA Osasuna,12M,Right,1,3,4,High/ Low,SUB
179846,21 S. Khedira,33,Germany,81,Hertha BSC,13M,Right,3,4,2,Medium/ Medium,LDM
233195,X. Schlager,24,Austria,80,RB Leipzig,27.5M,Left,2,3,3,High/ High,RDM
204614,"Mário Rui",31,Portugal,78,Napoli,10M,Left,2,3,3,High/ Medium,LB
242516,C. Gakpo,23,Netherlands,83,PSV,52M,Right,2,4,4,Medium/ Medium,LW
212811,M. Lemina,28,Gabon,75,OGC Nice,5.5M,Right,2,4,3,Medium/ Medium,SUB
247028,"A. Král",24,Czech Republic,75,FC Schalke 04,8M,Right,1,3,3,High/ Medium,CDM
236703,D. Raum,24,Germany,81,RB Leipzig,34.5M,Left,1,2,3,High/ Medium,LB
239361,D. de Wit,24,Netherlands,74,AZ Alkmaar,6M,Right,1,3,3,High/ High,RCM
230142,Oyarzabal,25,Spain,84,Real Sociedad,53M,Left,2,3,3,High/ Medium,LW
238463,A. Haidara,24,Mali,78,RB Leipzig,20M,Right,2,2,3,High/ Medium,SUB
244253,U. Račić,24,Serbia,75,Valencia CF,8.5M,Right,1,4,3,Medium/ Medium,RCM
204688,S. Schwab,31,Austria,74,PAOK,3.5M,Left,1,3,3,High/ High,SUB
235407,S. Özcan,24,Turkey,79,Borussia Dortmund,23M,Right,1,3,3,Medium/ High,SUB
184484,22 G. Sigurðsson,31,Iceland,79,Everton,14.5M,Right,3,4,3,Medium/ Medium,RES
216201,Iñaki Williams,28,Spain,81,Athletic Club de Bilbao,26.5M,Right,2,2,4,High/ Medium,ST
200759,J. Schlupp,29,Ghana,76,Crystal Palace,7.5M,Left,1,2,3,Medium/ Medium,LDM
54050,21 W. Rooney,34,England,76,Derby County,3.5M,Right,4,3,3,Medium/ Medium,SUB
183108,N. Amrabat,35,Morocco,75,AEK Athens,2.3M,Right,2,2,3,Medium/ Medium,SUB
247328,Unai Vencedor,21,Spain,77,Athletic Club de Bilbao,21.5M,Right,1,4,3,Medium/ Medium,RCM
199564,Sergi Roberto,30,Spain,80,FC Barcelona,18M,Right,3,3,3,Medium/ Medium,SUB
205069,Juan Bernat,29,Spain,78,Paris Saint-Germain,12.5M,Left,2,3,4,High/ Medium,SUB
245235,A. Bah,24,Denmark,78,SL Benfica,18.5M,Right,1,3,3,High/ High,SUB
193839,20 Rômulo,32,Italy,75,Brescia,5M,Right,1,3,4,High/ High,CAM
211117,D. Alli,26,England,77,Everton,14M,Right,3,3,4,Medium/ Medium,SUB
201119,Ismaily,32,Brazil,79,LOSC Lille,12M,Left,2,2,4,High/ Medium,LB
229261,D. Zakaria,25,Switzerland,81,Juventus,34.5M,Right,2,3,3,High/ High,RCM
213874,Thiago Mendes,30,Brazil,76,Olympique Lyonnais,6.5M,Right,2,3,3,Medium/ Medium,RCB
176571,A. Ayew,32,Ghana,75,,0,Left,3,3,4,High/ Medium,ST
213629,22 E. Pulgar,27,Chile,75,Galatasaray SK,6M,Right,1,3,3,Medium/ High,SUB
198658,F. Midtsjø,28,Norway,77,Galatasaray SK,10.5M,Right,2,3,3,Medium/ High,SUB
257771,J. Juranović,26,Croatia,75,Celtic,7M,Right,1,4,2,High/ High,RB
184941,"A. Sánchez",33,Chile,79,Olympique de Marseille,11M,Right,4,4,4,Medium/ Medium,SUB
238216,C. Gallagher,22,England,79,Chelsea,35.5M,Right,1,2,3,High/ High,SUB
235569,T. Ndombele,25,France,79,Tottenham Hotspur,23M,Right,1,3,4,Low/ Low,RES
258683,I. Ilić,21,Serbia,76,Hellas Verona,17M,Left,1,3,3,High/ Medium,LF
220334,Ó. Romero,29,Paraguay,76,Boca Juniors,7.5M,Left,1,4,4,High/ Medium,LCM
202562,J. Roussillon,29,France,76,VfL Wolfsburg,6.5M,Left,2,3,3,High/ Medium,LB
244374,M. Shaparenko,23,Ukraine,77,Dynamo Kyiv,23.5M,Right,1,3,3,Medium/ Medium,SUB
197781,Isco,30,Spain,82,Sevilla FC,29.5M,Right,3,3,4,Medium/ Medium,CAM
206651,Roberto Torres,33,Spain,76,CA Osasuna,4.7M,Right,1,4,3,Medium/ Medium,SUB
213013,F. Acheampong,28,Ghana,76,Shenzhen FC,7.5M,Left,1,3,4,High/ Low,RS
202135,S. Sturaro,29,Italy,72,Genoa,2.3M,Right,2,3,3,High/ High,RDM
193301,A. Lacazette,31,France,81,Olympique Lyonnais,22M,Right,3,4,4,High/ High,ST
112316,20 J. Mathieu,35,France,81,Sporting CP,5.5M,Left,3,2,2,High/ Medium,LCB
225403,İ. Kahveci,26,Turkey,77,Fenerbahçe SK,12.5M,Left,1,3,4,Medium/ Medium,RM
223717,D. Toköz,26,Turkey,75,Trabzonspor,7.5M,Right,1,3,3,Medium/ High,RCM
241084,L. Díaz,25,Colombia,84,Liverpool,56M,Right,1,4,4,High/ Medium,LW
171688,"21 Fábio Coentrão",32,Portugal,75,Rio Ave FC,3.9M,Left,3,2,4,High/ High,LB
212814,"João Mário",29,Portugal,79,SL Benfica,17M,Right,3,4,3,Medium/ Low,LM
210374,22 J. Vigón,29,Mexico,75,Tigres U.A.N.L.,5.5M,Right,1,3,3,High/ Medium,SUB
195365,K. Kampl,31,Slovenia,80,RB Leipzig,17.5M,Right,2,4,3,High/ High,RCM
206467,A. Plea,29,France,78,Borussia Mönchengladbach,14M,Right,2,3,4,High/ Medium,LM
239807,D. Frattesi,22,Italy,77,U.S. Sassuolo Calcio,23.5M,Right,1,4,3,Medium/ Medium,RDM
176546,18 J. Zúñiga,31,Colombia,73,Atlético Nacional,2.6M,Right,2,2,4,High/ Medium,SUB
227174,M. Cash,24,Poland,79,Aston Villa,24.5M,Right,2,2,3,High/ Medium,RB
201922,22 M. Hinteregger,28,Austria,79,,0,Left,2,3,2,Medium/ Medium,LCB
201042,22 D. Sidibé,28,France,77,AS Monaco,9.5M,Right,2,4,3,Medium/ Medium,SUB
262411,Miguel Crespo,25,Portugal,74,Fenerbahçe SK,6M,Right,1,3,3,High/ High,SUB
207494,J. Lingard,29,England,78,Nottingham Forest,14M,Right,2,3,4,High/ Medium,CAM
212138,P. Frankowski,27,Poland,76,Racing Club de Lens,8M,Right,1,3,3,High/ Medium,RWB
138193,17 J. Barton,33,England,75,Burnley,2.5M,Right,2,3,3,Medium/ High,RCM
231340,G. Montiel,25,Argentina,79,Sevilla FC,20M,Right,1,3,3,High/ Medium,SUB
193738,Y. Belhanda,32,Morocco,73,Adana Demirspor,2.4M,Right,2,3,4,Medium/ Low,CAM
214988,L. Miranda,28,Argentina,75,Racing Club,5.5M,Right,1,3,3,Medium/ High,RCM
232905,J. Ito,29,Japan,78,Stade de Reims,14M,Right,1,4,4,High/ Medium,RW
183277,E. Hazard,31,Belgium,84,Real Madrid CF,35M,Right,4,4,4,Medium/ Medium,SUB
184134,Fernando,34,Brazil,83,Sevilla FC,12.5M,Right,2,3,3,Medium/ Medium,RCM
247450,A. Palavecino,25,Argentina,75,River Plate,6.5M,Right,1,3,4,Medium/ Low,LCM
198141,Marc Bartra,31,Spain,81,Real Betis Balompié,17.5M,Right,3,3,3,High/ Medium,RCB
220093,H. Hateboer,28,Netherlands,80,Atalanta,19M,Right,3,3,3,High/ Medium,RM
190059,S. Zuber,30,Switzerland,75,AEK Athens,5.5M,Right,2,4,3,High/ Medium,LW
226789,A. Fulgini,25,France,77,1. FSV Mainz 05,14M,Right,2,4,4,High/ Medium,LCM
188042,"M. Suárez",34,Argentina,77,River Plate,5M,Right,2,4,4,Medium/ Medium,SUB
229857,S. Sensi,26,Italy,78,AC Monza,16.5M,Right,1,4,4,Medium/ Medium,RCM
179944,21 David Luiz,33,Brazil,79,Arsenal,8.5M,Right,4,3,3,Medium/ Medium,RCB
216354,A. Kramarić,31,Croatia,82,TSG Hoffenheim,25.5M,Right,3,4,4,Medium/ Medium,ST
240130,Éder Militão,24,Brazil,84,Real Madrid CF,57.5M,Right,2,3,2,Medium/ Medium,SUB
195412,Moisés,34,Brazil,74,Shandong Taishan,1.4M,Right,1,4,3,High/ High,RS
173208,D. Criscito,35,Italy,75,Toronto FC,1.5M,Left,2,3,3,Medium/ High,LB
247793,Jaime Seoane,25,Spain,73,Getafe CF,4.4M,Right,1,3,3,Medium/ Medium,SUB
231591,"Javi Galán",27,Spain,80,RC Celta de Vigo,20.5M,Left,1,2,3,High/ Medium,LB
213209,K. Acosta,26,United States,72,Los Angeles FC,2.7M,Right,1,5,3,Medium/ Medium,SUB
201982,J. Schmid,32,France,74,Sport-Club Freiburg,3.3M,Right,2,3,3,Medium/ Medium,SUB
219789,H. Traoré,30,Mali,80,Stade Rennais FC,18M,Right,2,3,3,High/ Medium,RB
15723,17 D. Kuyt,35,Netherlands,75,Feyenoord,1.5M,Right,3,2,3,High/ High,SUB
241509,Mauro Júnior,23,Brazil,76,PSV,11M,Left,1,3,4,High/ High,RB
220332,22 Á. Romero,28,Paraguay,76,Cruz Azul,7.5M,Right,1,3,4,High/ Medium,LS
200223,A. Maher,28,Netherlands,74,Damac FC,3.7M,Right,1,2,3,Medium/ High,LCM
209519,G. Laborde,28,France,81,Stade Rennais FC,26.5M,Left,2,4,3,High/ High,ST
203890,Š. Vrsaljko,30,Croatia,79,,0,Right,2,3,3,High/ Medium,RB
172871,J. Vertonghen,35,Belgium,81,SL Benfica,7M,Left,3,3,3,Medium/ Medium,LCB
209781,P. Capelle,35,France,74,Angers SCO,1.7M,Left,2,4,3,High/ Medium,SUB
199767,M. van Ginkel,29,Netherlands,74,PSV,4.1M,Right,2,4,3,Medium/ Medium,SUB
230965,"N. Nández",26,Uruguay,75,Cagliari,6.5M,Right,2,3,3,High/ High,SUB
246923,J. Ramsey,21,England,75,Aston Villa,12.5M,Right,1,4,3,High/ Medium,LCM
210736,Emerson,27,Italy,77,Chelsea,10M,Left,2,2,3,Medium/ Medium,RES
230234,Jorge Andrão,26,Brazil,79,Fluminense,17M,Right,1,4,2,High/ High,LDM
224425,M. Wolf,27,Germany,77,Borussia Dortmund,11M,Right,2,4,3,High/ Medium,SUB
239433,N. Maksimović,27,Serbia,79,Getafe CF,20M,Right,1,3,3,High/ High,RDM
223058,22 D. Kuzyaev,28,Russia,76,,0,Right,1,3,3,Medium/ High,RCM
251221,L. Kalvach,26,Czech Republic,76,FC Viktoria Plzeň,8.5M,Right,1,3,2,Medium/ High,LDM
189615,A. Cresswell,32,England,78,West Ham United,9.5M,Left,2,3,3,High/ Medium,LB
224574,O. Pineda,26,Mexico,76,AEK Athens,9M,Right,1,4,3,High/ Medium,SUB
179813,22 E. Cavani,34,Uruguay,82,Manchester United,15M,Right,4,4,3,High/ High,SUB
201303,R. Falk,30,Denmark,76,F.C. København,7M,Right,1,4,4,High/ Medium,LCM
233738,Zubeldia,25,Spain,78,Real Sociedad,17.5M,Right,1,3,2,Medium/ Medium,SUB
244260,Dani Olmo,24,Spain,82,RB Leipzig,46M,Right,3,4,4,Medium/ High,SUB
251517,J. Gvardiol,20,Croatia,81,RB Leipzig,53M,Left,1,4,3,High/ High,SUB
245209,M. Sadílek,23,Czech Republic,75,FC Twente,8M,Left,1,4,3,Medium/ High,LCM
252931,"L. Ivanušec",23,Croatia,75,Dinamo Zagreb,11.5M,Right,1,4,4,High/ Medium,CAM
213388,F. Tait,29,France,77,Stade Rennais FC,10.5M,Right,2,3,3,High/ Medium,RCM
183394,M. Sissoko,32,France,77,FC Nantes,7M,Right,2,3,3,Medium/ High,RCM
189280,A. Westwood,32,England,76,Burnley,5M,Right,1,3,3,Medium/ Medium,SUB
190149,De Marcos,33,Spain,77,Athletic Club de Bilbao,5.5M,Right,2,3,4,High/ Medium,RB
172140,16 D. Pranjić,33,Croatia,73,Panathinaikos FC,1.8M,Left,2,3,3,Medium/ Medium,SUB
225953,S. Bergwijn,24,Netherlands,80,Ajax,32M,Right,3,2,4,High/ Medium,LW
234574,Diogo Dalot,23,Portugal,78,Manchester United,21M,Right,2,4,3,High/ Medium,RB
220834,Marco Asensio,26,Spain,83,Real Madrid CF,43M,Left,3,3,4,High/ Medium,SUB
192789,Mario Gaspar,31,Spain,78,Watford,10M,Right,2,3,3,High/ Medium,SUB
242664,A. Saelemaekers,23,Belgium,78,AC Milan,20M,Right,1,4,3,High/ High,RW
198950,Pablo Sarabia,30,Spain,81,Paris Saint-Germain,25M,Left,2,4,4,High/ Medium,SUB
233500,L. Sinisterra,23,Colombia,80,Leeds United,33.5M,Right,1,4,4,High/ High,LM
204399,22 E. Zahavi,33,Israel,78,PSV,9M,Right,2,4,4,High/ Low,ST
143076,A. Gómez,34,Argentina,84,Sevilla FC,20M,Right,3,4,4,High/ Medium,LW
213991,J. Lerma,27,Colombia,75,AFC Bournemouth,5.5M,Right,1,4,3,Medium/ Medium,CDM
204226,22 D. Lezcano,31,Paraguay,75,"Fútbol Club Juárez",4.8M,Right,1,4,3,High/ Medium,SUB
240754,Y. Atal,26,Algeria,75,OGC Nice,7M,Right,2,5,4,High/ Medium,SUB
192064,22 Gao Late,30,China PR,79,Guangzhou FC,17M,Right,2,4,4,High/ Medium,CAM
237239,E. Bardhi,26,North Macedonia,76,Levante Unión Deportiva,8M,Right,2,4,4,Medium/ Medium,SUB
236499,Douglas Luiz,24,Brazil,78,Aston Villa,19.5M,Right,2,2,3,High/ Medium,SUB
224411,Gonçalo Guedes,25,Portugal,82,Wolverhampton Wanderers,41M,Right,2,4,4,High/ Low,SUB
211147,V. Lazaro,26,Austria,75,Torino F.C.,6M,Right,2,3,4,Medium/ Medium,SUB
192505,R. Lukaku,29,Belgium,86,Inter,68M,Left,4,4,3,Medium/ Low,RS
252143,Daniel Bragança,23,Portugal,75,Sporting CP,12.5M,Left,1,4,4,Medium/ Medium,SUB
170370,22 J. dos Santos,31,Mexico,75,Club América,3.9M,Right,3,4,3,Medium/ High,SUB
234457,O. Etebo,26,Nigeria,72,Stoke City,2.6M,Right,1,4,3,High/ High,RES
242280,L. Ferguson,22,Scotland,70,Bologna,3.6M,Right,1,4,3,High/ High,SUB
